#Reps,MilaLexiconPointer,Undotted,POS
11,5061,נשקל,participle:noun
11,5182,כפל,verb
11,5229,עשירון,noun
11,5232,צניחה,noun
11,5320,הועיל,participle:verb
11,5335,שקל,participle:adjective
11,5335,שקל,participle:noun
11,5374,ברק,noun
11,5442,תקיעה,noun
11,544,התעורר,participle:noun
11,5506,סרק,participle:noun
11,5529,אפוטרופוס,noun
11,5575,טעים,adjective
11,578,פירסינג,noun
11,5858,ציווי,noun
11,5900,אבץ,noun
11,5985,אורלי,properName
11,5993,חד,participle:noun
11,6002,התנקש,verb
11,6041,ושט,noun
11,6104,הסתער,verb
11,616,הסתננות,noun
11,6170,גלריה,noun
11,6171,התחזק,participle:noun
11,6193,ייתם,verb
11,6218,תכתיב,noun
11,6301,סינון,noun
11,6397,משט,noun
11,6409,טרח,participle:verb
11,6432,דן,participle:noun
11,6494,שיתף,participle:verb
11,659,גביע,noun
11,65,לימד,participle:noun
11,6747,רווק,noun
11,6877,מחל,participle:adjective
11,6891,מידית,adverb
11,70,מועמד,noun
11,7195,קינן,verb
11,7211,המעיט,verb
11,7219,נטע,participle:adjective
11,7340,חמורה,noun
11,7367,פאול,noun
11,7391,גידר,participle:noun
11,7408,עיין,participle:verb
11,741,נתנאל,properName
11,7452,הופתע,participle:verb
11,7554,ברווז,noun
11,7599,סכר,participle:verb
11,7728,המית,verb
11,7793,בנאי,noun
11,7865,הוצף,participle:verb
11,7908,הושק,verb
11,7992,פרץ,participle:adjective
11,7992,פרץ,participle:noun
11,79,סיב,noun
11,8047,ענבר,noun
11,8157,אמירות,noun
11,8212,אפר,noun
11,8216,הוערך,participle:adjective
11,8335,לסירוגין,adverb
11,8455,הואיל,verb
11,8579,אליאס,properName
11,8671,אומנותי,adjective
11,8697,נאמר,participle:verb
11,8712,מרח,verb
11,8732,החריף,participle:verb
11,8754,יפיפה,adjective
11,8774,נחסך,verb
11,8829,חיטא,verb
11,8945,מדינאי,noun
11,8997,כיתור,noun
11,909,פתיר,adjective
11,9130,מיניבוס,noun
11,9152,שלח,properName
11,9154,הניב,participle:verb
11,9247,התגלגל,verb
11,925,עצמאי,noun
11,92,אפור,adjective
11,9688,מלכיאור,properName
11,9700,פוזר,verb
10,0,אהראם,properName
10,0,אוונגליסטית,properName
10,0,אוירית,properName
10,0,אלאקצא,properName
10,0,אליק,properName
10,0,אלמנאר,properName
10,0,אנילביץ',properName
10,0,אריסטרכוס,properName
10,0,ביליג,properName
10,0,ברט,properName
10,0,ברלב,properName
10,0,ברלינר,properName
10,0,ג'אן,properName
10,0,גז.,properName
10,0,דורנר,properName
10,0,הגיון,properName
10,0,הילולא,properName
10,0,וידיאו,properName
10,0,וילן,properName
10,0,ונגרובר,properName
10,0,וק,properName
10,0,זמביש,properName
10,0,ח'אלד,properName
10,0,"חד""ש",properName
10,0,חילווה,properName
10,0,חם.,properName
10,0,חמא,properName
10,0,חמיש,properName
10,0,טלקום,properName
10,0,יה,properName
10,0,"ימ""ר",properName
10,0,"ימ""ש",properName
10,0,ככזה,properName
10,0,כלור,properName
10,0,כפטריארך,properName
10,0,לאירינאוס,properName
10,0,לביולוגיה,properName
10,0,לדעת',properName
10,0,לי.,properName
10,0,לסוצ'י,properName
10,0,לשדרג,properName
10,0,מדירס,properName
10,0,מייזם,properName
10,0,מיסיונרי,properName
10,0,מעונינת,properName
10,0,סואץ,properName
10,0,סוצ'י,properName
10,0,סטיקר,properName
10,0,סילברמן,properName
10,0,סכנין,properName
10,0,סלולאר,properName
10,0,סעאידה,properName
10,0,עבדל,properName
10,0,עיזים,properName
10,0,פילדפי,properName
10,0,פנדל,properName
10,0,פראג',properName
10,0,"צל""א",properName
10,0,קאופמן,properName
10,0,קולומביה,properName
10,0,קין,properName
10,0,קליינמן,properName
10,0,קפיטול,properName
10,0,קרתא,properName
10,0,ראט,properName
10,0,רוכברגר,properName
10,0,ריג'נסי,properName
10,0,ריי,properName
10,0,"רמב""ן",properName
10,0,"רננ""טים",properName
10,0,רצחו,properName
10,0,שאהיד,properName
10,0,שטיין,properName
10,0,שיקמים,properName
10,0,תחריר,properName
10,10059,טיוח,noun
10,10102,חבל,verb
10,10127,אירח,participle:verb
10,10209,דיחוי,noun
10,10267,בכורה,noun
10,10298,הוצמד,participle:verb
10,10359,נפצע,participle:noun
10,10362,רוטשילד,properName
10,10429,שבתאי,properName
10,10458,התאגדות,noun
10,10519,ג'ונס,properName
10,10521,"אמ""ן",properName
10,10596,נודע,participle:adjective
10,10676,רם,verb
10,10799,השפיע,participle:adjective
10,10821,חדירות,noun
10,10827,התקיף,verb
10,10952,דגל,participle:verb
10,10952,דגל,verb
10,11175,קואופרטיב,noun
10,111,הועדף,participle:verb
10,11204,התקשר,participle:noun
10,11240,רוכז,verb
10,11366,פשטות,noun
10,11425,התמזגות,noun
10,11474,אייד,participle:noun
10,11481,שטיפה,noun
10,11516,נשק,verb
10,1169,התחרט,verb
10,11736,ברייה,noun
10,11748,סלובניה,properName
10,11759,שבן,properName
10,11804,הגיע,participle:adjective
10,1189,קנאה,noun
10,1195,חלש,participle:adjective
10,1195,חלש,participle:noun
10,119,עוגן,verb
10,12014,איתר,participle:verb
10,12046,נאבד,verb
10,12072,השתדלות,noun
10,12106,קללה,noun
10,12122,שחק,participle:noun
10,12135,חסך,participle:verb
10,12274,הושתת,participle:verb
10,12321,סולרי,adjective
10,12376,צבר,participle:noun
10,12381,בוטיק,noun
10,12396,נדקר,verb
10,12589,מודיעין,properName
10,12661,חרך,participle:adjective
10,12724,העיר,participle:verb
10,1275,ירד,noun
10,12830,שבוי,noun
10,12844,הוקם,participle:verb
10,12848,בורך,participle:adjective
10,12855,מעה,noun
10,12865,רחש,noun
10,12921,עגל,noun
10,12939,סייג,verb
10,1293,השתיל,verb
10,12966,מאור,properName
10,12972,חולצה,noun
10,13073,נסתר,participle:adjective
10,13086,האחדה,noun
10,13194,זיעזע,participle:adjective
10,13197,עדיאל,properName
10,13275,קוריאני,adjective
10,13284,הזריק,verb
10,13328,טייבה,properName
10,13358,סער,verb
10,13526,בומבי,properName
10,13605,אדוארד,properName
10,13666,נשירה,noun
10,13670,ברנר,properName
10,13742,זיבל,verb
10,13762,נחטף,participle:noun
10,13830,דיאטה,noun
10,13878,קמחי,properName
10,13885,רפפורט,properName
10,13912,דובדבן,properName
10,13919,לסת,noun
10,13934,קם,participle:noun
10,14035,האשים,participle:noun
10,14088,עוקר,verb
10,14108,הספקה,noun
10,14110,ניחוח,noun
10,14119,בזלת,noun
10,14153,שכר,participle:verb
10,14402,רגב,properName
10,14405,היעדרות,noun
10,14454,הכרית,verb
10,14514,סופרמרקט,noun
10,14592,הביך,participle:adjective
10,14593,דהר,verb
10,14621,פרבר,properName
10,14642,גפיים,noun
10,14701,עב,noun
10,14740,התבונן,verb
10,14767,ריסק,verb
10,14894,עטף,participle:verb
10,14913,אגרסיבי,adjective
10,14980,הזהיר,participle:adjective
10,15061,נהרס,participle:noun
10,15064,נפרש,verb
10,15162,תוכן,verb
10,15194,חמרה,noun
10,1519,עופף,participle:adjective
10,15214,ביצר,verb
10,15285,נהגה,participle:verb
10,15316,בורנשטיין,properName
10,15317,קומם,participle:noun
10,15330,התייחס,participle:noun
10,15577,קיזז,verb
10,15650,הפליא,verb
10,15675,הפגיז,verb
10,15687,קן,properName
10,1571,צלחת,noun
10,15782,אופר,verb
10,15973,אבירות,noun
10,16035,הופיע,participle:noun
10,16036,זילות,noun
10,16050,אלופה,noun
10,16066,צביה,properName
10,16208,פינגווין,noun
10,16226,עריצות,noun
10,16277,התנהל,participle:noun
10,16297,נכשל,participle:noun
10,16360,קרע,participle:adjective
10,1636,ישב,participle:adjective
10,16566,מצגת,noun
10,16607,קצף,noun
10,16640,התנסה,verb
10,16677,זיכה,participle:verb
10,16679,איוה,verb
10,16693,מונסון,noun
10,16742,נופץ,verb
10,16776,מחק,participle:noun
10,16855,הקרבה,noun
10,16945,נלווה,verb
10,17135,חרושת,noun
10,1715,גלילה,noun
10,17268,איתי,properName
10,17270,קניה,properName
10,17274,נתמך,participle:verb
10,17274,נתמך,verb
10,17379,מוטציה,noun
10,17381,תשדורת,noun
10,17391,נחמה,properName
10,17418,פתאומי,adjective
10,17428,לבה,noun
10,17477,אויש,participle:adjective
10,17477,אויש,verb
10,17500,סייע,participle:adjective
10,17526,כפה,participle:verb
10,17538,בוסניה,properName
10,17655,קוטב,noun
10,17670,טננבוים,properName
10,1787,סטנדרטי,adjective
10,17910,מילט,verb
10,17981,הנעה,noun
10,18133,הצדיע,verb
10,18144,חלף,noun
10,18166,ויסמן,properName
10,18208,סימל,participle:noun
10,18233,שמיר,noun
10,18234,אבוי,interjection
10,1825,אוחיון,properName
10,18288,הוקיר,verb
10,18321,מחול,noun
10,1834,אונה,noun
10,18367,דלף,verb
10,18412,נחרץ,participle:verb
10,18496,ניצב,noun
10,18535,הבטיח,participle:adjective
10,18559,רזיאל,properName
10,18580,ג'ק,properName
10,18595,ביצע,participle:adjective
10,18614,מלל,noun
10,18619,הוקלט,participle:adjective
10,1865,נכתב,participle:noun
10,18712,סנה,noun
10,1871,הניח,participle:noun
10,18738,השקה,verb
10,18785,רייך,properName
10,18790,מוגן,participle:noun
10,18877,רחמן,adjective
10,18885,דילול,noun
10,18888,ריק,noun
10,19071,פותח,participle:noun
10,19075,סידר,participle:verb
10,19097,אירוסין,noun
10,19101,גינת,properName
10,19120,לכה,noun
10,19121,פלה,verb
10,19141,פיסול,noun
10,19143,גפן,properName
10,19149,בילה,participle:verb
10,19221,מדגם,noun
10,1929,בירך,participle:noun
10,19330,תוגבר,participle:noun
10,19434,קטטה,noun
10,19537,גלאי,noun
10,19569,התארח,participle:verb
10,19602,קטון,participle:noun
10,19649,טפחות,properName
10,19741,פלש,participle:noun
10,19751,נער,verb
10,19870,ירש,verb
10,19893,בקפידה,adverb
10,20011,תופעל,verb
10,20044,הועלה,participle:verb
10,20068,הרעלה,noun
10,20104,זרק,participle:noun
10,20136,שבר,participle:adjective
10,20139,דיגם,participle:verb
10,20199,ליבי,properName
10,20308,ריחם,participle:verb
10,20314,אזוריות,noun
10,20318,מוזיקלי,adjective
10,20358,משולם,properName
10,20511,ארטיק,noun
10,20670,חמדה,noun
10,20754,תפר,verb
10,20819,התזה,noun
10,20845,זקף,participle:adjective
10,20872,שכול,noun
10,20918,פרוסה,noun
10,21004,קילל,verb
10,21010,מרכבה,noun
10,21096,השמיץ,verb
10,21137,זינק,verb
10,21144,נבדק,participle:noun
10,21148,מפולת,noun
10,21192,שובץ,verb
10,2126,צוף,properName
10,2127,טמיון,noun
10,21308,קיש,noun
10,21359,חרמש,noun
10,213,הסוואה,noun
10,21681,פן,conjunction
10,21688,גבה,participle:verb
10,21768,נורבגי,adjective
10,2177,התגבר,participle:noun
10,21879,בדוח,adjective
10,22041,שכן,adjective
10,22150,היקפי,adjective
10,2219,ינק,participle:noun
10,22253,מחתרתי,adjective
10,22294,נוזלי,adjective
10,22351,עצבי,adjective
10,2262,זלזל,verb
10,22688,רבן,noun
10,22731,איטיות,noun
10,23007,ראשונות,noun
10,23067,מדרון,noun
10,23106,גושפנקה,noun
10,23331,רמייה,noun
10,23738,משב,noun
10,23819,פירוד,noun
10,24057,נעבר,verb
10,24128,המאירי,properName
10,24133,ברונזה,noun
10,24172,אורט,properName
10,24175,שחזר,participle:verb
10,24243,מתמטי,adjective
10,24272,מנדטורי,adjective
10,24355,יצרני,adjective
10,24419,סובייט,noun
10,24573,אינטלקטואלי,adjective
10,24620,דיקטטורי,adjective
10,2480,נזעק,verb
10,24811,הרמטית,adverb
10,24897,תודעתי,adjective
10,24961,רומנית,properName
10,251,"ב""ש",properName
10,25249,סוקולוב,properName
10,2525,וייטנאם,properName
10,25280,סולומון,properName
10,25406,שלום,interjection
10,25641,חטיב,properName
10,25664,שליט,properName
10,25742,גונדר,title
10,2576,התרחב,participle:noun
10,25892,מערבה,adverb
10,2596,צ'צ'ניה,properName
10,26033,לתמיד,adverb
10,26072,רומני,noun
10,26181,מרס,properName
10,2630,פחמימה,noun
10,26320,מגפון,noun
10,26326,מוראלי,adjective
10,26328,נבוך,adjective
10,26329,ניסויי,adjective
10,26601,שר,verb
10,2667,אכזר,adjective
10,2684,התרשמות,noun
10,26982,התתמר,verb
10,27027,תובנה,noun
10,27148,אילות,properName
10,27252,דפנה,properName
10,27317,טנא,properName
10,2744,הוקף,participle:verb
10,27802,עמאן,properName
10,2785,גמילה,noun
10,27904,איברהים,properName
10,27944,הא,properName
10,27992,סטטוטורי,adjective
10,279,אמבטיה,noun
10,2825,שפט,participle:verb
10,2871,לנצח,adverb
10,2887,לץ,noun
10,2928,פורט,verb
10,2930,נטל,participle:adjective
10,2930,נטל,participle:noun
10,2974,שאל,participle:noun
10,2981,חזאי,noun
10,3045,השכיב,verb
10,3051,טוקיו,properName
10,307,גירוי,noun
10,3179,הניף,participle:verb
10,3195,דיקור,noun
10,3229,דאון,noun
10,3256,הוויה,noun
10,3309,בגד,participle:verb
10,3411,צירף,participle:verb
10,3433,קשוח,adjective
10,3436,הונה,verb
10,3548,התחולל,participle:verb
10,3583,הרגיע,participle:verb
10,3630,יעץ,participle:verb
10,3630,יעץ,verb
10,3699,השתייך,participle:noun
10,3767,ברר,participle:adjective
10,3786,איסטנבול,properName
10,3819,פוטר,participle:adjective
10,3856,שנא,verb
10,3908,שנתון,noun
10,3918,נשר,verb
10,3926,ביוטכנולוגיה,properName
10,3929,אושר,noun
10,4248,אושר,participle:noun
10,4287,סיגל,verb
10,4353,הזים,verb
10,4528,מחוץ,adjective
10,4580,הולכה,noun
10,4642,פענח,verb
10,4680,צמח,participle:verb
10,4680,צמח,verb
10,468,ניכה,verb
10,4716,הבליג,verb
10,472,אנס,participle:noun
10,4767,הירשפלד,properName
10,4815,מנטליות,noun
10,4853,ניקב,verb
10,486,צנזורה,noun
10,4921,הואיל,conjunction
10,497,אופרה,noun
10,4996,ייעץ,participle:adjective
10,5002,בוטל,participle:adjective
10,5029,ניתן,participle:adjective
10,5056,חיבק,participle:verb
10,506,רקה,noun
10,507,גט,noun
10,5311,בעיצום,preposition
10,5340,עקיצה,noun
10,5345,הימור,noun
10,5403,הביש,participle:adjective
10,5506,סרק,participle:verb
10,5527,הדיר,verb
10,5600,חימום,noun
10,5649,עודכן,participle:noun
10,5728,יגון,noun
10,5732,חיפוי,noun
10,5879,ביודעין,adverb
10,587,ישר,noun
10,5885,דון,noun
10,593,התלהבות,noun
10,595,חונך,verb
10,5984,וליום,noun
10,6109,הומני,adjective
10,6142,נזיר,noun
10,6240,הספיק,participle:adjective
10,6279,נולד,participle:noun
10,6282,פרנקל,properName
10,6345,העריך,participle:noun
10,6470,תגרה,noun
10,6527,שחזור,noun
10,6528,החרים,participle:verb
10,6593,הופקד,participle:adjective
10,6669,טיטול,noun
10,6685,התגלות,noun
10,6709,התווסף,participle:verb
10,6762,צינוק,noun
10,7077,רגש,verb
10,7091,דמה,verb
10,7228,עבדות,noun
10,7300,אובטח,participle:noun
10,7308,טירונות,noun
10,7355,סוים,participle:noun
10,7400,טלפונית,adverb
10,7444,ברוטליות,noun
10,7565,נדבר,participle:noun
10,756,ייקור,noun
10,7882,בלע,verb
10,7884,איכה,adverb
10,7923,אוחד,verb
10,8192,כלא,verb
10,8203,קלגס,noun
10,831,הגיב,participle:noun
10,8339,החמיר,participle:verb
10,834,בהט,properName
10,8474,מלונאות,noun
10,8606,גדליה,properName
10,8616,האכלה,noun
10,8627,ריצ'רד,properName
10,8714,הונף,verb
10,8894,מיאן,verb
10,8909,קיסר,noun
10,9007,נכות,noun
10,900,לטביה,properName
10,9012,התעכב,participle:verb
10,9017,נמלט,participle:adjective
10,9082,תחקור,noun
10,9085,אומץ,verb
10,9160,נמש,noun
10,91,צעירות,noun
10,9264,בבל,properName
10,936,אט,adverb
10,9371,שולש,participle:adjective
10,9382,הכתים,verb
10,9409,הנעים,verb
10,943,החליט,participle:noun
10,9465,ייפה,verb
10,9479,תולעת,noun
10,9485,תפס,noun
10,9546,בזבז,verb
10,9723,העלבה,noun
10,9798,התחייל,participle:adjective
10,9937,סיפח,verb
10,9948,אביר,noun
10,9959,אשם,verb
10,9962,ורוד,adjective
9,0,אהלים,properName
9,0,"אונר""א",properName
9,0,אחימאיר,properName
9,0,"אי""ה",properName
9,0,אירני,properName
9,0,אלאקצה,properName
9,0,"בביהמ""ש",properName
9,0,בומרנג',properName
9,0,ביוטכנולוגיה,properName
9,0,בלייך,properName
9,0,במדוייק,properName
9,0,ברג,properName
9,0,בריטיש,properName
9,0,ברתולומיאוס,properName
9,0,בשאנור,properName
9,0,ג'סליק,properName
9,0,גרהארד,properName
9,0,דהמשה,properName
9,0,דוסטום,properName
9,0,דחוח,properName
9,0,דיסקאברי,properName
9,0,והלונה,properName
9,0,וולפוביץ',properName
9,0,"וכיו""ב",properName
9,0,ולנדר,properName
9,0,ור,properName
9,0,זורוף,properName
9,0,זיהומיות,properName
9,0,זרביב,properName
9,0,"חכי""ם",properName
9,0,חסכון,properName
9,0,טאו,properName
9,0,טובין,properName
9,0,טייכמן,properName
9,0,טרמינל,properName
9,0,טרנזיט,properName
9,0,.י,properName
9,0,יאוש,properName
9,0,יאנוש,properName
9,0,ילברג,properName
9,0,ילדסהיימר,properName
9,0,"ימ""מ",properName
9,0,כמאל,properName
9,0,"כמו""כ",properName
9,0,לוינשטיין,properName
9,0,לוקמיה,properName
9,0,לשיחרור,properName
9,0,מג'אדלה,properName
9,0,מדברי,properName
9,0,מובלים,properName
9,0,מובראק,properName
9,0,מוואסי,properName
9,0,מושארף,properName
9,0,מטרנה,properName
9,0,מרציאנו,properName
9,0,נבי,properName
9,0,נודל,properName
9,0,נ.ט.,properName
9,0,ניסימי,properName
9,0,ניספים,properName
9,0,נקודתית,properName
9,0,סטריט,properName
9,0,סיעתית,properName
9,0,סנדרוי,properName
9,0,סניורה,properName
9,0,סניינה,properName
9,0,עדאלה,properName
9,0,עזמי,properName
9,0,עינים,properName
9,0,עיסקאות,properName
9,0,עניפה,properName
9,0,עצאם,properName
9,0,עת.,properName
9,0,פ.א.ד,properName
9,0,פאז,properName
9,0,פוקסמן,properName
9,0,פלסטינאית,properName
9,0,פסיפיק,properName
9,0,פראבדה,properName
9,0,פראנס,properName
9,0,פרוקצ'יה,properName
9,0,פרימור,properName
9,0,פתאנים,properName
9,0,צוריף,properName
9,0,קאעדה,properName
9,0,קובוס,properName
9,0,קולג',properName
9,0,קורצ'אק,properName
9,0,קנין,properName
9,0,קנרי,properName
9,0,קראווילות,properName
9,0,קרמניצקי,properName
9,0,קשבת,properName
9,0,ראול,properName
9,0,רוברטסון,properName
9,0,ריפורט,properName
9,0,רצינגר,properName
9,0,"שה""ח",properName
9,0,שמיניסטים,properName
9,0,תיבון,properName
9,0,"תנכ""י",properName
9,10012,מילון,noun
9,10075,נדחק,verb
9,10082,אסטרונום,noun
9,10086,סלוצקי,properName
9,10118,כינס,participle:noun
9,10228,זיהם,participle:verb
9,10353,עולל,verb
9,10426,הבין,participle:noun
9,10501,נבואה,noun
9,10570,מחוג,noun
9,10598,אילץ,participle:verb
9,10724,ניגריה,properName
9,10808,התכנה,verb
9,10831,מתינות,noun
9,10931,הכלים,verb
9,10937,חוקק,verb
9,11008,משתלה,noun
9,11013,התחבא,verb
9,11085,ליהט,verb
9,11103,צמר,noun
9,11119,טיפש,noun
9,11157,טלמון,properName
9,11159,שטף,noun
9,11260,קלוריה,noun
9,11305,נמהר,adjective
9,11313,השתקף,participle:verb
9,11322,הידבקות,noun
9,11342,הוחרב,verb
9,11361,גדרות,properName
9,11387,קודש,participle:noun
9,11389,הרג,participle:adjective
9,113,בוקר,participle:noun
9,11402,נפרע,verb
9,1141,געש,noun
9,11468,חל,participle:adjective
9,1148,התקבל,participle:adjective
9,11509,מיאמי,properName
9,11551,נשקף,participle:noun
9,11580,גיס,noun
9,11588,הפציץ,participle:noun
9,11708,תיאבון,noun
9,11785,פילוסוף,adjective
9,11882,נצח,properName
9,11945,זמינות,noun
9,1195,חלש,participle:verb
9,1195,חלש,verb
9,11962,הוחש,verb
9,11969,בייץ,verb
9,11995,הרשאה,noun
9,12022,התנצרות,noun
9,12030,מוסטפא,properName
9,12059,מלזיה,properName
9,12135,חסך,participle:noun
9,12144,דג,participle:adjective
9,12202,רבות,noun
9,1221,קוים,participle:verb
9,12290,קידושין,noun
9,12349,פארוק,properName
9,12379,עובד,participle:verb
9,12436,אוגנדה,properName
9,12542,עיכול,noun
9,12641,חכם,verb
9,12796,התחקה,verb
9,12821,אשרר,verb
9,12839,סובך,participle:noun
9,12843,בודד,participle:verb
9,12940,יראה,noun
9,12953,נרכש,participle:noun
9,13067,נצרך,participle:adjective
9,13107,פיק,noun
9,13119,נדד,verb
9,13149,הורגל,verb
9,13194,זיעזע,participle:noun
9,13321,אפיון,noun
9,13521,עונג,noun
9,13727,הסתמן,participle:noun
9,13736,בוריס,properName
9,13778,יוטבתה,properName
9,13951,קודר,adjective
9,13959,קצב,participle:adjective
9,13998,צופה,participle:verb
9,14149,מיתוג,noun
9,14268,ציפוי,noun
9,14349,באוש,adjective
9,14353,ייהד,participle:noun
9,14521,קריר,adjective
9,14552,אחורנית,adverb
9,14592,הביך,verb
9,14630,זומן,participle:adjective
9,14633,טרק,participle:adjective
9,14666,מירה,properName
9,14707,נאור,properName
9,14794,פיחם,verb
9,14810,סקוטלנד,properName
9,1484,ברוטלי,adjective
9,14898,תחשיב,noun
9,1509,מהיכן,adverb
9,15271,היתכנות,noun
9,15504,התלבט,participle:noun
9,15540,וריד,noun
9,15552,שממה,noun
9,15554,ירושה,noun
9,15561,ריצ'ארד,properName
9,15575,ורסאי,properName
9,15591,שחק,noun
9,15598,התפשר,participle:noun
9,15605,עיגל,verb
9,15627,טירה,properName
9,15660,טשטוש,noun
9,15663,נבנה,participle:noun
9,15665,נספה,participle:verb
9,15694,דרוש,adjective
9,156,עוצב,participle:verb
9,15718,דיבר,noun
9,1573,מלאי,noun
9,15746,ערק,verb
9,15779,הלא,conjunction
9,15836,הרהור,noun
9,15838,ליטף,verb
9,15899,יישר,verb
9,15905,הסתובב,participle:adjective
9,15961,שניאור,properName
9,15968,ניתוץ,noun
9,16062,הילולה,noun
9,16071,חלחל,verb
9,160,השליך,participle:noun
9,160,השליך,participle:verb
9,16132,אלומיניום,noun
9,16134,סחיטה,noun
9,1616,זכה,participle:adjective
9,16284,פילג,participle:verb
9,16313,הוסדר,participle:verb
9,16349,לימודי,adjective
9,16360,קרע,participle:noun
9,16540,נעמה,properName
9,16563,משנה,noun
9,16628,שלל,participle:noun
9,16638,המציא,participle:noun
9,16703,אקצא,properName
9,16746,שלק,verb
9,16757,פסנתר,noun
9,16820,ציפורן,noun
9,16945,נלווה,participle:noun
9,17123,חשוון,properName
9,17157,צילם,participle:verb
9,17443,רהט,properName
9,17526,כפה,participle:noun
9,17627,עכר,participle:adjective
9,17665,פלאפון,properName
9,17708,סוני,adjective
9,17755,פורז,participle:noun
9,1776,התרחק,participle:verb
9,17788,מוכה,adjective
9,17847,בוסס,participle:noun
9,17881,בנגקוק,properName
9,17893,גילת,properName
9,17897,כישף,verb
9,17913,שוקם,verb
9,17943,איריס,properName
9,18096,מולכד,participle:adjective
9,18152,ערל,noun
9,18226,הרס,participle:adjective
9,18329,צוריאל,properName
9,18338,גבס,noun
9,1855,מונטריאול,properName
9,18564,איחד,participle:noun
9,18569,מקוטב,adjective
9,18576,נילי,properName
9,18768,כובד,participle:noun
9,18784,התפרס,participle:verb
9,18790,מוגן,participle:verb
9,18832,הסתרה,noun
9,18857,חנא,properName
9,1886,חיזק,participle:noun
9,18960,כוסית,noun
9,18973,התייבש,verb
9,18985,ידני,adjective
9,18998,שופר,participle:noun
9,19082,אורגן,participle:noun
9,19095,נמר,noun
9,19159,יגע,verb
9,1916,הושיב,verb
9,19243,עפיפון,noun
9,19246,שטף,participle:noun
9,19246,שטף,participle:verb
9,19289,גונן,verb
9,19388,הקפיץ,verb
9,19417,התרה,verb
9,19439,קטגוריה,noun
9,19478,בעיטה,noun
9,19496,מיסך,verb
9,19587,יהושוע,properName
9,19602,קטון,verb
9,19610,שיקוף,noun
9,19729,הרכיב,participle:verb
9,19786,שומם,adjective
9,19796,שימן,verb
9,19873,הלין,participle:verb
9,19956,החלשה,noun
9,20013,עליזה,properName
9,2006,גילם,verb
9,2010,טחינה,noun
9,20243,בייש,participle:verb
9,20258,כולסטרול,noun
9,20335,נייח,adjective
9,20360,גבר,participle:noun
9,20419,פורים,properName
9,20462,עשק,participle:noun
9,20477,בלוויית,preposition
9,2052,קוגן,properName
9,20704,הודח,participle:adjective
9,20705,נחבל,verb
9,20735,הושפע,participle:noun
9,21076,משמורת,noun
9,21115,הלאה,participle:verb
9,2121,גייס,participle:noun
9,2121,גייס,participle:verb
9,21275,השתולל,participle:verb
9,2128,ממונה,noun
9,21395,עגול,adjective
9,21402,לבלב,noun
9,21436,אדרבה,adverb
9,21598,צדיק,adjective
9,21609,צמא,adjective
9,21638,הבשיל,verb
9,21733,גדל,participle:adjective
9,21806,שולם,noun
9,21861,נמרצות,adverb
9,21880,בהול,adjective
9,21894,דגול,adjective
9,21906,זניח,adjective
9,2207,הפיק,participle:verb
9,22085,אלחוטי,adjective
9,22110,ברברי,adjective
9,22158,הררי,adjective
9,2229,חיסיון,noun
9,22311,נתעב,adjective
9,22474,שכלי,adjective
9,22610,מבוי,noun
9,2265,מריבה,noun
9,2267,ממגורה,noun
9,22695,ריש,noun
9,226,קפדנות,noun
9,22785,הגות,noun
9,23015,רחבות,noun
9,23175,כבירה,noun
9,23261,סליקה,noun
9,23277,ערמונית,noun
9,23428,לקות,noun
9,23585,יק,noun
9,2373,התמחות,noun
9,23946,תקבול,noun
9,24083,תסקיר,noun
9,2408,אסתטי,adjective
9,2411,יזמה,noun
9,24121,צלבני,adjective
9,24140,תקשוב,noun
9,24200,נען,properName
9,24237,הפנינג,noun
9,24365,אוקראיני,noun
9,24428,סעודי,noun
9,2449,פטרבורג,properName
9,24614,תשבץ,noun
9,24715,אינטלקטואל,noun
9,2485,עירוב,noun
9,24902,אושיה,noun
9,24923,עתיד,modal
9,25225,ילין,properName
9,25337,שגשג,participle:noun
9,25475,השגיח,verb
9,25598,נחמיאס,properName
9,2562,הסתמכות,noun
9,25809,התנאה,participle:noun
9,25856,נדון,participle:verb
9,26049,ישו,properName
9,26063,חריש,properName
9,26109,מחזמר,noun
9,2612,סומן,verb
9,26362,אימאם,noun
9,26551,פנטגון,properName
9,26607,מבעד,preposition
9,26767,"ברה""מ",properName
9,26846,"מצ""ח",noun
9,2689,טיכס,verb
9,26920,"תק""ם",properName
9,26934,"אונסק""ו",properName
9,27185,בדולח,properName
9,2725,מזנון,noun
9,27564,רבדים,properName
9,2782,פולג,verb
9,29061,ושות',adjective
9,3058,פיצל,verb
9,3078,הוכרז,participle:adjective
9,3106,אמתחת,noun
9,3189,סיכן,participle:adjective
9,3285,הוקצב,verb
9,3412,בולבל,participle:adjective
9,3529,סמן,noun
9,3579,צולם,participle:adjective
9,3604,מצא,properName
9,3688,סתר,participle:adjective
9,3688,סתר,verb
9,3780,נקש,participle:adjective
9,3814,קשמיר,properName
9,3830,סרבל,noun
9,3858,סב,participle:noun
9,3901,גויס,participle:noun
9,3925,נתיחה,noun
9,3966,סלימאן,properName
9,4082,אומנות,noun
9,4109,הפליג,verb
9,4308,הרהיב,participle:verb
9,4355,נבדק,noun
9,4369,הגשים,participle:verb
9,442,סיכם,participle:noun
9,4459,הן,adverb
9,4486,נטול,adjective
9,4500,העליל,verb
9,4503,רמיזה,noun
9,4548,ערב,noun
9,4634,מטולה,properName
